Date,Close,High,Low,Open,Volume
2010-02-22,6.031358242,6.093953148,5.994343478,6.089138464,390563600.0
2010-02-23,5.930243015,6.058742778,5.889616943,6.01871819,575094800.0
2010-02-24,6.038581848,6.062054589,5.953717164,5.965453936,460566400.0
2010-02-25,6.07890892,6.104789212,5.92513068,5.939876484,665126000.0
2010-02-26,6.157750607,6.174302059,6.078905601,6.090341026,507460800.0
2010-03-01,6.289262772,6.304610057,6.182730985,6.191758871,550093600.0
2010-03-02,6.285048962,6.344634048,6.251644702,6.317549589,566546400.0
2010-03-03,6.299490929,6.31574184,6.257661487,6.287754963,372052800.0
2010-03-04,6.341022491,6.347342292,6.278427573,6.297989263,366041200.0
2010-03-05,6.588993073,6.611563385,6.458988573,6.468317801,899620400.0
2010-03-08,6.592905521,6.623299545,6.567927666,6.620892404,429889600.0
2010-03-09,6.711474419,6.7710595,6.557094342,6.569733541,920259200.0
2010-03-10,6.766244411,6.785504755,6.716891388,6.735850387,596218000.0
2010-03-11,6.78610754,6.78610754,6.720503987,6.738259621,405700400.0
2010-03-12,6.819211006,6.853216352,6.793631259,6.842382407,416323600.0
2010-03-15,6.736151218,6.786105725,6.628114739,6.782495214,493502800.0
2010-03-16,6.754509449,6.770459023,6.696128127,6.746384392,446908000.0
2010-03-17,6.744577408,6.814695089,6.718998067,6.768050148,450956800.0
2010-03-18,6.760527134,6.771059733,6.699135992,6.743974874,342109600.0
2010-03-19,6.688301563,6.778281464,6.657605795,6.764739438,559445600.0
2010-03-22,6.763535023,6.801152473,6.625104543,6.634734713,456419600.0
2010-03-23,6.872172832,6.884812431,6.7439736,6.790317991,602431200.0
2010-03-24,6.902567863,6.927545717,6.8465933,6.850505959,597780400.0
2010-03-25,6.820713043,6.950717937,6.80867533,6.949212821,542284400.0
2010-03-26,6.948611736,6.980209529,6.877891376,6.889929089,640875200.0
2010-03-29,6.993451118,7.03798986,6.970279723,7.011809036,540744400.0
2010-03-30,7.097575665,7.146628956,7.049425603,7.120145981,527310000.0
2010-03-31,7.071996212,7.12044762,7.055746098,7.086742817,430659600.0
2010-04-01,7.101187229,7.184245063,7.004286021,7.144522205,603145200.0
2010-04-05,7.17702055,7.177622435,7.065072238,7.071392439,684507600.0
2010-04-06,7.208619595,7.229684788,7.132181725,7.16829406,447017200.0
2010-04-07,7.240520477,7.280244136,7.18213836,7.208921875,628502000.0
2010-04-08,7.220959187,7.268807899,7.163480303,7.235704986,572989200.0
2010-04-09,7.276332378,7.279342611,7.236308174,7.265499236,334182800.0
2010-04-12,7.291376591,7.314849326,7.276931336,7.288667704,333026400.0
2010-04-13,7.295588493,7.306723778,7.255864849,7.27843596,306210800.0
2010-04-14,7.393696308,7.397307623,7.34494517,7.381358052,404076400.0
2010-04-15,7.490896702,7.494206671,7.38827722,7.396402274,376784800.0
2010-04-16,7.445158482,7.557708738,7.359391747,7.480367603,750545600.0
2010-04-19,7.435227871,7.45990439,7.275731314,7.434024099,566924400.0
2010-04-20,7.360592842,7.500828996,7.311540363,7.479462456,738326400.0
2010-04-21,7.800861835,7.831858546,7.695834794,7.788222236,982391200.0
2010-04-22,8.019042969,8.027469371,7.709981397,7.771372954,793424800.0
2010-04-23,8.150245667,8.190871732,8.034987406,8.064779533,796955600.0
2010-04-26,8.110221863,8.19929851,8.070798762,8.181844633,479068800.0
2010-04-27,7.885728836,8.060271742,7.839987111,8.043118394,709343600.0
2010-04-28,7.872488022,7.944711923,7.716302238,7.922142406,758402400.0
2010-04-29,8.08434391,8.125270531,7.88482322,7.915217243,558840800.0
2010-04-30,7.857138634,8.142425273,7.854430549,8.104507271,542463600.0
2010-05-03,8.015429497,8.061473353,7.911004333,7.939894847,454342000.0
2010-05-04,7.784613132,7.923345007,7.726533157,7.911308094,723819600.0
2010-05-05,7.703660011,7.768361522,7.485180313,7.614583334,883103200.0
2010-05-06,7.410550117,7.771672776,5.99615016,7.638659222,1285860800.0
2010-05-07,7.097876072,7.420179086,6.777379519,7.334111827,1676018400.0
2010-05-10,7.643474579,7.663336814,7.479163742,7.530925127,984306400.0
2010-05-11,7.719610214,7.821025145,7.538446632,7.578771367,848906800.0
2010-05-12,7.887230396,7.918527648,7.785213587,7.801462893,654379600.0
2010-05-13,7.774986267,7.974807611,7.716002239,7.921240557,599712400.0
2010-05-14,7.638356686,7.718405881,7.508352581,7.678682226,759362800.0
2010-05-17,7.650390625,7.709374594,7.454481335,7.664835876,762834800.0
2010-05-18,7.594420433,7.780699643,7.531223236,7.73345282,782678400.0
2010-05-19,7.473443031,7.611271632,7.368416797,7.508351596,1025726800.0
2010-05-20,7.155054569,7.338324358,7.108408826,7.279039014,1282915200.0
2010-05-21,7.292282104,7.35788605,6.962154569,7.006391971,1223891200.0
2010-05-24,7.425896645,7.550484595,7.410850303,7.441545675,754238800.0
2010-05-25,7.379552841,7.425896439,7.136998495,7.20290298,1048006400.0
2010-05-26,7.346148968,7.587500358,7.335315023,7.525808267,850654000.0
2010-05-27,7.624212265,7.640463179,7.496615712,7.541454991,666282400.0
2010-05-28,7.730443001,7.80627899,7.624212186,7.805978449,815614800.0
2010-06-01,7.849312782,8.003090963,7.793037675,7.815006101,876472800.0
2010-06-02,7.94320631,7.96878525,7.834266592,7.960960735,688548000.0
2010-06-03,7.918227673,7.991354778,7.836673363,7.980219491,650106800.0
2010-06-04,7.702759266,7.881514545,7.662735062,7.770469416,758304400.0
2010-06-07,7.551684856,7.798752836,7.539947687,7.772872562,886942000.0
2010-06-08,7.503238201,7.637756873,7.392493618,7.620904069,1000770400.0
2010-06-09,7.318763256,7.580578753,7.297397516,7.567637807,854630000.0
2010-06-10,7.538746357,7.552889464,7.288668092,7.368115391,776356000.0
2010-06-11,7.629027367,7.639559963,7.444252495,7.470132774,545759200.0
2010-06-14,7.652201176,7.798756758,7.644076119,7.702758781,602960400.0
2010-06-15,7.815007687,7.819822773,7.688915419,7.69312862,585074000.0
2010-06-16,8.042515755,8.057562097,7.843295564,7.857439479,783678000.0
2010-06-17,8.181547165,8.212543879,8.110224908,8.143327821,872855200.0
2010-06-18,8.247748375,8.275736451,8.168000558,8.192978404,784621600.0
2010-06-21,8.130385399,8.396412399,8.08705044,8.356688754,776490400.0
2010-06-22,8.241132736,8.304931023,8.170413165,8.190274592,717262000.0
2010-06-23,8.154466629,8.265512601,8.062079126,8.263105056,768457200.0
2010-06-24,8.095182419,8.221575273,8.068097547,8.155368612,714277200.0
2010-06-25,8.025963783,8.133398398,7.999180265,8.127078999,549942400.0
2010-06-28,8.074110985,8.117747292,7.96035701,8.032882221,584948000.0
2010-06-29,7.709077835,7.956447272,7.652802719,7.948321412,1133344800.0
2010-06-30,7.569440842,7.763243177,7.523699145,7.725325189,739452000.0
2010-07-01,7.477657318,7.667849195,7.319365385,7.652802052,1022896000.0
2010-07-02,7.431313515,7.551386905,7.318762491,7.538144615,693842800.0
2010-07-06,7.482172489,7.607662061,7.407840799,7.553493947,615235600.0
2010-07-07,7.784308434,7.787318665,7.515874694,7.538142854,654556000.0
2010-07-08,7.766852379,7.911603009,7.670553123,7.898963415,738144400.0
2010-07-09,7.812904358,7.821329959,7.678686181,7.730748118,433322400.0
2010-07-12,7.7427845,7.88001128,7.669657367,7.780100625,562878400.0
2010-07-13,7.577568054,7.715998563,7.415965346,7.713591824,1190924000.0
2010-07-14,7.605555058,7.697942518,7.493306169,7.504742803,812047600.0
2010-07-15,7.567035198,7.733151642,7.442146721,7.470134006,824866000.0
2010-07-16,7.52038908,7.672963473,7.475549805,7.619095914,1039858400.0
2010-07-19,7.390384674,7.519787684,7.210425678,7.519787684,1024478000.0
2010-07-20,7.580278397,7.610673234,7.222766992,7.309737501,1074950800.0
2010-07-21,7.650996208,7.979317239,7.643774383,7.977511582,1185671200.0
2010-07-22,7.79484272,7.824334314,7.68319494,7.754517185,645318800.0
2010-07-23,7.822533131,7.835774623,7.712390404,7.736766385,533388800.0
2010-07-26,7.802668095,7.827344606,7.755421271,7.824335177,420551600.0
2010-07-27,7.947113514,7.968780586,7.83335958,7.850512913,584771600.0
2010-07-28,7.853225231,8.004596684,7.831859493,7.934779545,519985200.0
2010-07-29,7.767456532,7.904081347,7.706969038,7.845700051,643806800.0
2010-07-30,7.741579056,7.815308059,7.670858678,7.700652428,448210000.0
2010-08-02,7.880009174,7.902278145,7.812900919,7.837577432,428055600.0
2010-08-03,7.882419109,7.922443321,7.80688443,7.854733159,417653600.0
2010-08-04,7.914013863,7.953134824,7.833664135,7.909800663,420375200.0
2010-08-05,7.875494957,7.920033698,7.840886928,7.876397384,289097200.0
2010-08-06,7.827043056,7.869174248,7.753011926,7.817713427,444897600.0
2010-08-09,7.877000809,7.889038526,7.811396857,7.868874948,303128000.0
2010-08-10,7.806582451,7.837880518,7.750607864,7.819823941,451920000.0
2010-08-11,7.529119968,7.694635391,7.517684939,7.685908447,620054400.0
2010-08-12,7.5772686,7.616690918,7.406637581,7.423790926,534920400.0
2010-08-13,7.496315956,7.579975666,7.496014611,7.573054381,354869200.0
2010-08-16,7.452379704,7.523701966,7.421683527,7.450574046,318430000.0
2010-08-17,7.582681179,7.662730342,7.499321244,7.525804206,422640400.0
2010-08-18,7.615787506,7.663937569,7.570948218,7.594421765,339696000.0
2010-08-19,7.519787312,7.628124317,7.483674976,7.608863977,426706000.0
2010-08-20,7.512563705,7.641364003,7.493303367,7.505040538,384230000.0
2010-08-23,7.397005081,7.583585615,7.380454431,7.577266217,414041600.0
2010-08-24,7.220357418,7.31274407,7.181837533,7.30281416,602565600.0
2010-08-25,7.309432983,7.342536695,7.13820093,7.163479324,596867600.0
2010-08-26,7.23088932,7.395501445,7.23088932,7.386473159,466505200.0
2010-08-27,7.271215439,7.301008382,7.088848074,7.275128098,548391200.0
2010-08-30,7.297695637,7.395500036,7.242924852,7.245332394,383289200.0
2010-08-31,7.315755367,7.359692231,7.232998072,7.278137903,420786800.0
2010-09-01,7.533331871,7.567337216,7.411452799,7.447263802,697037600.0
2010-09-02,7.588700771,7.588700771,7.480363772,7.561315378,415427600.0
2010-09-03,7.787320614,7.787621155,7.658820822,7.676576049,520788800.0
2010-09-07,7.758430958,7.810191524,7.711484674,7.723221044,342557600.0
2010-09-08,7.912211418,7.956448827,7.797252816,7.817716937,526551200.0
2010-09-09,7.916724205,8.0205467,7.912210463,7.976008755,438575200.0
2010-09-10,7.926954746,7.959757117,7.866466436,7.920334003,387542400.0
2010-09-13,8.03619194,8.073508041,7.997672872,7.999477725,388780000.0
2010-09-14,8.06689167,8.100295131,7.99045377,8.011218431,408150400.0
2010-09-15,8.131890297,8.136706186,8.060267514,8.070199029,429368800.0
2010-09-16,8.322986603,8.325996032,8.110225204,8.132494978,652103200.0
2010-09-17,8.286870956,8.364813117,8.236012839,8.356687261,634477200.0
2010-09-20,8.523410797,8.539962255,8.301319761,8.308241046,658677600.0
2010-09-21,8.539662361,8.647397526,8.510170756,8.542371249,668074400.0
2010-09-22,8.659432411,8.666353695,8.498732144,8.507760429,585289600.0
2010-09-23,8.694641113,8.810200751,8.606768216,8.616698928,786116800.0
2010-09-24,8.79695797,8.833371646,8.743693105,8.790338032,649488000.0
2010-09-27,8.762051582,8.869485373,8.757537841,8.846915863,482834800.0
2010-09-28,8.632649422,8.780408754,8.27574002,8.780408754,1035042400.0
2010-09-29,8.647996902,8.721425353,8.606768936,8.643783702,469644000.0
2010-09-30,8.539060593,8.7271455,8.463826469,8.697052011,673391600.0
2010-10-01,8.502040863,8.624220416,8.46683096,8.611280278,448142800.0
2010-10-04,8.385281563,8.513479218,8.359099129,8.474358249,435302000.0
2010-10-05,8.695244789,8.71059167,8.480977484,8.486395259,501967200.0
2010-10-06,8.702767372,8.787029771,8.584499634,8.714805087,670868800.0
2010-10-07,8.703669548,8.741587542,8.634153761,8.737374343,408399600.0
2010-10-08,8.849625587,8.862565731,8.727145435,8.778604665,658403200.0
2010-10-11,8.888445854,8.945022319,8.8655758,8.869789001,427753200.0
2010-10-12,8.984144211,9.013034731,8.80207736,8.889951086,558544000.0
2010-10-13,9.03229332,9.087063318,9.022061262,9.034098977,630092400.0
2010-10-14,9.097596169,9.102410451,9.040116482,9.078937711,435296400.0
2010-10-15,9.47165966,9.479484176,9.175839627,9.25197617,922194000.0
2010-10-18,9.569766045,9.599858729,9.458118233,9.58390996,1093010800.0
2010-10-19,9.313669205,9.442469562,9.028683086,9.130399384,1232784000.0
2010-10-20,9.344965935,9.456914285,9.234824045,9.298922875,721624400.0
2010-10-21,9.314571381,9.471659551,9.232716522,9.400036751,551460000.0
2010-10-22,9.252876282,9.33021657,9.21766718,9.301025521,372778000.0
2010-10-25,9.294104576,9.377162379,9.282066864,9.301628548,392462000.0
2010-10-26,9.270331383,9.321189512,9.198105913,9.234820935,392929600.0
2010-10-27,9.263715744,9.32600893,9.196606667,9.258298771,399002800.0
2010-10-28,9.185772896,9.268830739,9.055166869,9.267325623,551051200.0
2010-10-29,9.057569504,9.205028269,9.054258731,9.15537391,430511200.0
2010-11-01,9.15387249,9.196605583,9.094287396,9.094889282,423889200.0
2010-11-02,9.309754372,9.334732227,9.238734269,9.238734269,433930000.0
2010-11-03,9.413275719,9.415683261,9.284775952,9.370241299,508348400.0
2010-11-04,9.577889442,9.635368323,9.480385563,9.493025163,642488000.0
2010-11-05,9.543581009,9.617009452,9.532145985,9.569462092,361253200.0
2010-11-08,9.588420868,9.623028087,9.532446306,9.545687791,281758400.0
2010-11-09,9.511984825,9.669073795,9.464437457,9.661549821,383544000.0
2010-11-10,9.570669174,9.592938148,9.43584915,9.528838508,384227200.0
2010-11-11,9.529138565,9.581802362,9.45691308,9.479483394,361284000.0
2010-11-12,9.269727707,9.524620209,9.137316904,9.509573874,795846800.0
2010-11-15,9.23993969,9.345267297,9.216767488,9.282672779,403606000.0
2010-11-16,9.075929642,9.256791914,9.007616805,9.200216253,657650000.0
2010-11-17,9.043128014,9.148154278,8.960671263,9.064193214,479449600.0
2010-11-18,9.281767845,9.319083955,9.169218433,9.184565313,494491200.0
2010-11-19,9.23060894,9.28086519,9.185769662,9.267925049,384843200.0
2010-11-22,9.43013382,9.43013382,9.204732752,9.229107928,393075200.0
2010-11-23,9.290791512,9.381675412,9.225488948,9.342552857,519447600.0
2010-11-24,9.473464966,9.491521539,9.381680199,9.389202566,413725200.0
2010-11-26,9.479484558,9.560737535,9.417491927,9.441566556,237585600.0
2010-11-29,9.535756111,9.554112416,9.370542134,9.49452735,445785200.0
2010-11-30,9.363620758,9.460221385,9.35519436,9.435544076,501858000.0
2010-12-01,9.521614075,9.562240154,9.479482879,9.487607934,461750800.0
2010-12-02,9.574279785,9.599858727,9.476174003,9.555621325,462837200.0
2010-12-03,9.552908897,9.589321768,9.519805996,9.53996876,342092800.0
2010-12-06,9.634466171,9.70007011,9.582403457,9.5890242,448481600.0
2010-12-07,9.576086998,9.750027208,9.573378913,9.744310497,391454000.0
2010-12-08,9.660346985,9.66064833,9.542982464,9.618817667,321935600.0
2010-12-09,9.622729301,9.705185239,9.600459528,9.694051558,294151200.0
2010-12-10,9.646806717,9.66155252,9.587822699,9.619421309,262511200.0
2010-12-13,9.680207253,9.782225682,9.660045285,9.761461025,439815600.0
2010-12-14,9.638678551,9.706389491,9.599857322,9.68201352,351008000.0
2010-12-15,9.640784264,9.72023076,9.605574354,9.629949518,417312000.0
2010-12-16,9.66756916,9.708496591,9.632961933,9.662754074,322030800.0
2010-12-17,9.648309708,9.683820166,9.636873877,9.67900508,386929200.0
2010-12-20,9.69645977,9.727757834,9.576687701,9.678102654,385610400.0
2010-12-21,9.756345749,9.762063262,9.691645032,9.720233403,256354000.0
2010-12-22,9.785232544,9.802085342,9.736781955,9.761157922,265921600.0
2010-12-23,9.738288879,9.78493382,9.725348738,9.780420078,223157200.0
2010-12-27,9.770791054,9.793662717,9.675695497,9.715720505,249816000.0
2010-12-28,9.794563293,9.830374288,9.782225038,9.807803975,175924000.0
2010-12-29,9.789147377,9.824055948,9.78342906,9.81713386,163139200.0
2010-12-30,9.740094185,9.795766606,9.721737072,9.794864179,157494400.0
2010-12-31,9.706989288,9.734675223,9.66937184,9.718725656,193508000.0
2011-01-03,9.917946815,9.938711471,9.775604459,9.799679084,445138400.0
2011-01-04,9.969708443,10.00612132,9.875213989,10.00431567,309080800.0
2011-01-05,10.05126286,10.06149491,9.915841756,9.917346873,255519600.0
2011-01-06,10.0431366,10.0888783,10.01815874,10.07292873,300428800.0
2011-01-07,10.11505985,10.12198114,9.988064378,10.05096023,311931200.0
2011-01-10,10.30555534,10.32902809,10.14666149,10.19661641,448560000.0
2011-01-11,10.28117657,10.38108638,10.21587318,10.37867964,444108000.0
2011-01-12,10.36483669,10.36513804,10.29201093,10.32962839,302590400.0
2011-01-13,10.40275764,10.43164817,10.34768709,10.38710941,296780400.0
2011-01-14,10.48701572,10.48701572,10.36543803,10.40907354,308840000.0
2011-01-18,10.25138283,10.37506752,9.810511611,9.91644108,1880998000.0
2011-01-19,10.19691563,10.49062865,10.13793243,10.48310467,1135612800.0
2011-01-20,10.01153946,10.18066535,9.934499683,10.12439024,764789200.0
2011-01-21,9.832181931,10.07774572,9.829473043,10.04434146,754401200.0
2011-01-24,10.15508461,10.15508461,9.832179763,9.836694308,574683200.0
2011-01-25,10.27395439,10.27515897,10.06841563,10.12138077,546868000.0
2011-01-26,10.34768391,10.4003477,10.27696434,10.32090039,506875600.0
2011-01-27,10.32842255,10.37296128,10.31698752,10.34557589,285026000.0
2011-01-28,10.11445713,10.36423488,10.03711763,10.35731359,592057200.0
2011-01-31,10.21135807,10.23302595,10.06028879,10.10542861,377246800.0
2011-02-01,10.38319302,10.40185067,10.26131398,10.27094415,426633200.0
2011-02-02,10.3618269,10.38981338,10.3386547,10.36573956,258955200.0
2011-02-03,10.33534431,10.35941974,10.18818688,10.34617826,393797600.0
2011-02-04,10.42743397,10.43345283,10.33745404,10.3413659,321840400.0
2011-02-07,10.5893383,10.63056548,10.46174091,10.46926408,485021600.0
2011-02-08,10.68924522,10.6988754,10.59746046,10.64350352,381040800.0
2011-02-09,10.77832222,10.80360142,10.67931484,10.6889442,482745200.0
2011-02-10,10.66938114,10.83369269,10.47256858,10.75514863,928550000.0
2011-02-11,10.73889732,10.76748568,10.63928728,10.67570095,367572800.0
2011-02-14,10.809021,10.81804848,10.7346901,10.73709764,310416400.0
2011-02-15,10.83068466,10.83279166,10.7599651,10.80931812,284174800.0
2011-02-16,10.92788506,10.98114992,10.84873831,10.85776579,481157600.0
2011-02-17,10.78253841,10.84182297,10.72897138,10.75094061,530583200.0
2011-02-18,10.54961586,10.81865245,10.51831779,10.79487836,816057200.0
2011-02-22,10.18999195,10.39432772,10.16320924,10.2965233,872555600.0
2011-02-23,10.31066704,10.37145507,10.18999098,10.19480687,671854400.0
2011-02-24,10.31849098,10.3868038,10.18276939,10.35279846,499900800.0
2011-02-25,10.47738743,10.48551248,10.37627304,10.3901156,380018800.0
2011-02-28,10.6293602,10.68473208,10.56646434,10.57007566,403074000.0
2011-03-01,10.51199245,10.70489237,10.46293998,10.6973692,456136800.0
2011-03-02,10.59655571,10.66366475,10.48460739,10.53155367,602590800.0
2011-03-03,10.82045364,10.82737493,10.71091286,10.7491322,500788400.0
2011-03-04,10.83369827,10.84242522,10.76598732,10.83580447,453266800.0
2011-03-07,10.69405842,10.88394889,10.5721794,10.87582304,546123200.0
2011-03-08,10.70609665,10.75545047,10.60046773,10.68051691,356316800.0
2011-03-09,10.60709,10.67600471,10.55081569,10.6738977,453306000.0
2011-03-10,10.43254566,10.52583633,10.37927999,10.50627464,507539200.0
2011-03-11,10.5926466,10.60257812,10.38229353,10.39222344,471080400.0
2011-03-14,10.63989353,10.72776725,10.57218339,10.6284577,435957200.0
2011-03-15,10.39523315,10.46775838,10.2348342,10.29502118,721081200.0
2011-03-16,9.931185722,10.32210199,9.818334983,10.29200851,1162011200.0
2011-03-17,10.07052422,10.22008923,9.950751342,10.13642871,659422400.0
2011-03-18,9.951051712,10.17765651,9.930888938,10.14545602,753214000.0
2011-03-21,10.21075821,10.22399889,10.08917969,10.11114893,409402000.0
2011-03-22,10.26793671,10.3106706,10.20594407,10.30886494,325922800.0
2011-03-23,10.20744705,10.23844296,10.10994318,10.21015514,372996400.0
2011-03-24,10.38138962,10.41238633,10.19751793,10.28749785,404712000.0
2011-03-25,10.57910156,10.59474978,10.44307782,10.47467642,448910000.0
2011-03-28,10.54599857,10.66276278,10.54599857,10.62755287,309355200.0
2011-03-29,10.56164837,10.56164837,10.41419039,10.46233964,352900800.0
2011-03-30,10.49152946,10.5592412,10.45571847,10.55201777,329406000.0
2011-03-31,10.48792076,10.52674119,10.41419176,10.42321925,274019200.0
2011-04-01,10.36905003,10.58060845,10.33113203,10.566164,418661600.0
2011-04-04,10.26763725,10.37025679,10.18367618,10.36152984,460084800.0
2011-04-05,10.19841957,10.29953397,10.11144909,10.14124203,482731200.0
2011-04-06,10.17283821,10.34918669,10.14575416,10.26853642,402539200.0
2011-04-07,10.17404175,10.24476049,10.11234888,10.17464283,373447200.0
2011-04-08,10.08316422,10.23634057,10.04976075,10.22941928,377535200.0
2011-04-11,9.954964638,10.10151942,9.931491893,10.05306882,398946800.0
2011-04-12,10.00311375,10.04313795,9.936907112,9.945634055,425639200.0
2011-04-13,10.11536312,10.11566366,10.00672474,10.08195886,346220000.0
2011-04-14,10.00371361,10.11144874,9.992880468,10.0753364,301800800.0
2011-04-15,9.854450226,10.04042892,9.834588798,10.03019686,453605600.0
2011-04-18,9.986558914,9.997994741,9.634765193,9.813521211,609898800.0
2011-04-19,10.1674242,10.17103471,9.982347942,10.0241786,419378400.0
2011-04-20,10.30434704,10.40485953,10.27696245,10.33744994,700666400.0
2011-04-21,10.55382442,10.6871393,10.48822049,10.68322664,753810400.0
2011-04-25,10.62333775,10.64560751,10.54178346,10.54298803,266546000.0
2011-04-26,10.54539871,10.68292598,10.51319823,10.64169802,338800000.0
2011-04-27,10.53727341,10.60348004,10.44548864,10.60016926,356213200.0
2011-04-28,10.4349556,10.52523524,10.39794003,10.4181028,360959200.0
2011-04-29,10.53667068,10.65162763,10.43254607,10.43585685,1006345200.0
2011-05-02,10.42080975,10.54690198,10.39733701,10.52493356,442713600.0
2011-05-03,10.47859287,10.52945102,10.4009512,10.47227347,313348000.0
2011-05-04,10.51982212,10.58783362,10.43886967,10.480399,389250400.0
2011-05-05,10.4349556,10.56134839,10.4138896,10.48460916,335969200.0
2011-05-06,10.43224812,10.53276064,10.41870609,10.52343181,280134400.0
2011-05-09,10.46053696,10.50868702,10.42833646,10.46836067,204747200.0
2011-05-10,10.51620674,10.52342937,10.4322457,10.49935394,282091600.0
2011-05-11,10.4494009,10.53276088,10.38951527,10.50326928,336000000.0
2011-05-12,10.42953682,10.44608908,10.30013542,10.4159956,322000000.0
2011-05-13,10.24686909,10.4199068,10.24235535,10.40215238,326116000.0
2011-05-16,10.0301981,10.26854008,10.00913209,10.20775121,449775200.0
2011-05-17,10.11566162,10.11566162,9.952855154,9.991074494,452334400.0
2011-05-18,10.22791481,10.26342528,10.11145269,10.12559661,334776400.0
2011-05-19,10.24777031,10.30434595,10.19179576,10.29441524,261170000.0
2011-05-20,10.08797359,10.2604102,10.08195474,10.21857955,337968400.0
2011-05-23,10.06330013,10.11084831,9.913434584,9.929986042,383600000.0
2011-05-24,9.996790886,10.10843866,9.971211148,10.09640095,321927200.0
2011-05-25,10.13492203,10.18848906,10.01665429,10.03410817,294224000.0
2011-05-26,10.081357,10.13823401,10.06420366,10.11054806,222560800.0
2011-05-27,10.15387917,10.16049991,10.0605893,10.0753351,203599200.0
2011-05-31,10.46745396,10.46745396,10.26191444,10.26492467,417754400.0
2011-06-01,10.39763927,10.59685864,10.37175979,10.49875448,554682800.0
2011-06-02,10.41539383,10.47197028,10.36122572,10.42743154,338783200.0
2011-06-03,10.33534431,10.39222131,10.29231069,10.3275206,313250000.0
2011-06-06,10.17283821,10.44398167,10.16591693,10.40335559,461941200.0
2011-06-07,9.992278099,10.17825678,9.988064899,10.17675246,529785200.0
2011-06-08,9.998293877,10.07533362,9.950445984,9.984451312,333723600.0
2011-06-09,9.975725174,10.0413291,9.953455406,10.0286895,275088800.0
2011-06-10,9.807502747,9.980841801,9.795765574,9.947437548,433955200.0
2011-06-13,9.828569412,9.880029439,9.782526357,9.846625181,329473200.0
2011-06-14,10.00431824,10.02869421,9.910125105,9.930889766,334569200.0
2011-06-15,9.83308506,9.939916981,9.776809137,9.923365523,399196000.0
2011-06-16,9.785232544,9.891162006,9.579693821,9.837595791,510591200.0
2011-06-17,9.637775421,9.908317839,9.610691366,9.900493325,615020000.0
2011-06-20,9.489113808,9.560736605,9.344062556,9.550504547,640645600.0
2011-06-21,9.789443016,9.804489349,9.485498085,9.530036806,493382400.0
2011-06-22,9.70849514,9.897784578,9.701573053,9.785233558,390583200.0
2011-06-23,9.967903137,9.981745706,9.573376265,9.598051974,559759200.0
2011-06-24,9.821044922,10.02568123,9.783126928,9.972115012,439807200.0
2011-06-27,9.992278099,10.04825267,9.84813008,9.858362137,339813600.0
2011-06-28,10.08917713,10.13251209,10.03440715,10.04072655,294299600.0
2011-06-29,10.05246353,10.1225812,9.98746069,10.11265048,352545200.0
